RDA label,RDA IRI,pseudo-Turtle,Kiegel syntax
has collotyper agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30077,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30077value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Collotyper” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30077value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/clt> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30077value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Collotyper” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30077value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/clt> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Collotyper"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/clt>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Collotyper"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/clt> "
has printer agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30078,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30078value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printer” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30078value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/prt> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30078value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printer” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30078value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/prt> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Printer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prt>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Printer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prt> "
has distributor agent (RDA 21.4),http://rdaregistry.info/Elements/m/P30080,"bf:provisionActivity [ a bf:Distribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P30080value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
   bf:agent <P30080value> ] .","provisionActivity >> Distribution > agent >> Agent > rdfs:label
or
provisionActivity >> Distribution > agent*"
has producer agent of unpublished manifestation (RDA 21.2),http://rdaregistry.info/Elements/m/P30081,"bf:provisionActivity [ a bf:Production ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30081value” ] ;
bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P30081value"" ] ;
   bf:role [ a bf:Role ;
         rdfs:label ""producer of unpublished manifestation"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Production ;
    bf:agent <P30081value> ;
bf:contribution [ a bf:Contribution ;
   bf:agent <P30081value> ;
   bf:role [ a bf:Role ;
      rdfs:label ""producer of unpublished manifestation"" ] ] .","provisionActivity >> Production > agent >> Agent > rdfs:label ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role >> Role > rdfs:label=""producer of unpublished manifestation""
or
provisionActivity >> Production > agent* ; contribution >> Contribution > agent* > role >> Role > rdfs:label=""producer of unpublished manifestation"""
has manufacturer agent (RDA 21.5),http://rdaregistry.info/Elements/m/P30082,"bf:provisionActivity [ a bf:Manufacture ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P30082value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
   bf:agent <P30082value> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label
or
provisionActivity >> Manufacture > agent*"
has publisher agent (RDA 21.3),http://rdaregistry.info/Elements/m/P30083,"bf:provisionActivity [ a bf:Publication ;
   bf:agent <P30083value> .
# with literal value
bf:provisionActivity [ a bf:Publication ;
   bf: agent [ a bf:Agent ;
      rdfs:label ""P30083value"" ] ] .","provisionActivity >> Publication > agent*
or
provisionActivity >> Publication > agent >> Agent > rdfs:label "
has applied material (RDA 3.7),http://rdaregistry.info/Elements/m/P30084,"bf:appliedMaterial [ a bf:AppliedMaterial ;
   rdfs:label ""P30084value"" ] .
# with IRI value
bf:appliedMaterial <P30084value> .","appliedMaterial >> AppliedMaterial > rdfs:label
or
appliedMaterial*"
has place of distribution (RDA 2.9.2),http://rdaregistry.info/Elements/m/P30085,"bf:provisionActivity [ a bf:Distribution ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30085value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
   bf:place <P30085value> ] .","provisionActivity >> Distribution > place >> Place > rdfs:label
or
provisionActivity >> Distribution > place*"
has place of production (RDA 2.7.2),http://rdaregistry.info/Elements/m/P30086,"bf:provisionActivity [ a bf:Production ;
   bf:place [ a bf:Place ;
   rdfs:label ""P30086value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Production ;
   bf:place <P30086value> ] .","provisionActivity >> Production > place >> Place > rdfs:label
or
provisionActivity >> Production > place*"
has place of manufacture (RDA 2.10.2),http://rdaregistry.info/Elements/m/P30087,"bf:provisionActivity [ a bf:Manufacture ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30087value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
   bf:place <P30087value> ] .","provisionActivity >> Manufacture > place >> Place > rdfs:label
or
provisionActivity >> Manufacture > place*"
has place of publication (RDA 2.8.2),http://rdaregistry.info/Elements/m/P30088,"bf:provisionActivity [ a bf:Publication ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30088value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Publication ;
   bf:place <P30088value> ] .","provisionActivity >> Publication > place >> Place > rdfs:label
or
provisionActivity >> Publication > place*"
has parallel place of distribution (RDA 2.9.3),http://rdaregistry.info/Elements/m/P30089,"bf:provisionActivity [ a bf:Distribution ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30089value"" ] ] .",provisionActivity >> Distribution > place >> Place > rdfs:label
has parallel place of manufacture (RDA 2.10.3),http://rdaregistry.info/Elements/m/P30090,"bf:provisionActivity [ a bf:Manufacture ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30090value"" ] ] .",provisionActivity >> Manufacture > place >> Place > rdfs:label
has parallel place of production (RDA 2.7.3),http://rdaregistry.info/Elements/m/P30091,"bf:provisionActivity [ a bf:Production ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30091value"" ] ] .",provisionActivity >> Production > place >> Place > rdfs:label
has parallel place of publication (RDA 2.8.3),http://rdaregistry.info/Elements/m/P30092,"bf:provisionActivity [ a bf:Publication ;
   bf:place [ a bf:Place ;
      rdfs:label ""P30092value"" ] ] .",provisionActivity >> Publication > place >> Place > rdfs:label
is reprint of manifestation of (RDA 24.5),http://rdaregistry.info/Elements/m/P30093,"bf:reproductionOf <P30093value>.
# with literal value
bf:reproductionOf [ a bf:Instance ;
   rdfs:label ""P30093value"" ] .","reproductionOf*
or
reproductionOf >> Instance > rdfs:label"
has parallel name of producer (RDA 2.7.5),http://rdaregistry.info/Elements/m/P30094,"bf:provisionActivity [ a bf:Production ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P30194value"" ] ] .",provisionActivity >> Production > agent >> Agent > rdfs:label
has parallel name of publisher (RDA 2.8.5),http://rdaregistry.info/Elements/m/P30095,"bf:provisionActivity [ a bf:Publication ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P30095value"" ] ] .",provisionActivity >> Publication > agent >> Agent > rdfs:label
has encoding format (RDA 3.19.3),http://rdaregistry.info/Elements/m/P30096,"bf:digitalCharacteristic [ a bf:EncodingFormat ;
   rdfs:label ""P30096value"" ] .
# with IRI value
bf:digitalCharacteristic <P30096value> .","digitalCharacteristic >> EncodingFormat > rdfs:label
or
digitalCharacteristic*"
has first alphanumeric designation of alternative sequence (RDA 2.6.6),http://rdaregistry.info/Elements/m/P30097,not mapped,not mapped
has last alphanumeric designation of alternative sequence (RDA 2.6.8),http://rdaregistry.info/Elements/m/P30098,not mapped,not mapped
has first chronological designation of alternative sequence (RDA 2.6.7),http://rdaregistry.info/Elements/m/P30099,not mapped,not mapped
has last chronological designation of alternative sequence (RDA 2.6.9),http://rdaregistry.info/Elements/m/P30100,not mapped,not mapped
has digital representation of cartographic content (RDA 3.19.8),http://rdaregistry.info/Elements/m/P30102,"bf:digitalCharacteristic [ a bf:digitalCharacteristic ;
   rdfs:label ""P30102value"" ] .
# with IRI value
bf:digitalCharacteristic <P30102value> .","digitalCharacteristic >> DigitalCharacterstic > rdfs:label
or
digitalCharacteristic*"
has exemplar of manifestation (RDA 17.11),http://rdaregistry.info/Elements/m/P30103,"bf:hasItem [ a bf:Item ;
   rdfs:label ""P30103value"" ] .
# with IRI value
bf:hasItem <P30103value> .","hasItem >> Item > rdfs:label
or
hasItem*"
has video format (RDA 3.18.2),http://rdaregistry.info/Elements/m/P30104,"bf:videoCharacteristic [ a bf:VideoFormat ;
   rdfs:label ""P30104value"" ] .
# with IRI value
bf:videoCharacteristic <P30104value> .","videoCharacteristic >> VideoFormat > rdfs:label
or
videoCharacteristic*"
has statement of responsibility relating to title proper (RDA 2.4.2),http://rdaregistry.info/Elements/m/P30105,"bf:responsibilityStatement ""P30105value"" .",responsibilityStatement
has series statement (RDA 2.12),http://rdaregistry.info/Elements/m/P30106,"bf:seriesStatement ""P30106value"" .",seriesStatement
has edition statement (RDA 2.5),http://rdaregistry.info/Elements/m/P30107,"bf:editionStatement ""P30107value"" .",editionStatement
has distribution statement (RDA 2.9),http://rdaregistry.info/Elements/m/P30108,"bf:provisionActivityStatement ""P30108value"" .",provisionActivityStatement
has manufacture statement (RDA 2.10),http://rdaregistry.info/Elements/m/P30109,"bf:provisionActivityStatement ""P30109value"" .",provisionActivityStatement
has production statement (RDA 2.7),http://rdaregistry.info/Elements/m/P30110,"bf:provisionActivityStatement ""P30110value"" .",provisionActivityStatement
has publication statement (RDA 2.8),http://rdaregistry.info/Elements/m/P30111,"bf:provisionActivityStatement ""P30111value"" .",provisionActivityStatement
has parallel statement of responsibility relating to named revision of edition (RDA 2.5.9),http://rdaregistry.info/Elements/m/P30112,"bf:editionStatement ""P30112value"" .",editionStatement
has parallel statement of responsibility relating to series (RDA 2.12.7),http://rdaregistry.info/Elements/m/P30113,"bf:seriesStatement ""P30013value"" .",seriesStatement
has parallel statement of responsibility relating to edition (RDA 2.5.5),http://rdaregistry.info/Elements/m/P30115,"bf:editionStatement ""P30115value"" .",editionStatement
has parallel statement of responsibility relating to title proper (RDA 2.4.3),http://rdaregistry.info/Elements/m/P30116,"bf:responsibilityStatement ""P30116value"" .",responsibilityStatement
has statement of responsibility (RDA 2.4),http://rdaregistry.info/Elements/m/P30117,"bf:responsibilityStatement ""P30117value"" .",responsibilityStatement
has statement of responsibility relating to named revision of edition (RDA 2.5.8),http://rdaregistry.info/Elements/m/P30118,"bf:editionStatement ""P30118value"" .",editionStatement
has statement of responsibility relating to series (RDA 2.12.6),http://rdaregistry.info/Elements/m/P30119,"bf:seriesStatement ""P30119value"" .",seriesStatement
has statement of responsibility relating to edition (RDA 2.5.4),http://rdaregistry.info/Elements/m/P30121,"bf:editionStatement ""P30121value"" .",editionStatement
has emulsion on microfilm and microfiche (RDA 3.7.2),http://rdaregistry.info/Elements/m/P30122,"bf:appliedMaterial [ a bf:AppliedMaterial ;
   rdfs:label ""P30122value"" ] .
# with IRI value
bf:appliedMaterial <P30122value> .","appliedMaterial >> AppliedMaterial > rdfs:label
or
appliedMaterial*"
has broadcast standard (RDA 3.18.3),http://rdaregistry.info/Elements/m/P30123,"bf:videoCharacteristic [ a bf:BroadcastStandard ;
   rdfs:label ""P30123value"" ] .
# with IRI value
bf:videoCharacteristic <P30123value> .","videoCharacteristic >> BroadcastStandard > rdfs:label
or
videoCharacteristic*"
has digital file characteristic (RDA 3.19),http://rdaregistry.info/Elements/m/P30124,"bf:digitalCharacteristic [ a bf:DigitalCharacteristic ;
   rdfs:label ""P30124value"" ] .
# with IRI value
bf:digitalCharacteristic <P30124value> .","digitalCharacteristic >> DigitalCharacterstic > rdfs:label
or
digitalCharacteristic*"
has sound characteristic (RDA 3.16),http://rdaregistry.info/Elements/m/P30125,"bf:soundCharacteristic [ a bf:SoundCharacteristic ;
   rdfs:label ""P30125value"" ] .
# with IRI value
bf:soundCharacteristic <P30125value> .","soundCharacteristic >> SoundCharacterstic > rdfs:label
or
soundCharacteristic*"
has video characteristic (RDA 3.18),http://rdaregistry.info/Elements/m/P30126,"bf:videoCharacteristic [ a bf:videoCharacteristic ;
   rdfs:label ""P30126value"" ] .
# with IRI value
bf:videoCharacteristic <P30126value> .","videoCharacteristic >> videoCharacterstic > rdfs:label
or
videoCharacteristic*"
has projection characteristic of motion picture film (RDA 3.17),http://rdaregistry.info/Elements/m/P30127,"bf:projectionCharacteristic [ a bf:projectionCharacteristic ;
   rdfs:label ""P30127value"" ] .
# with IRI value
bf:projectionCharacteristic <P30127value> .","projectionCharacteristic >> projectionCharacterstic > rdfs:label
or
projectionCharacteristic*"
has variant title of manifestation (RDA 2.3.6),http://rdaregistry.info/Elements/m/P30128,"bf:title [ a bf:VariantTitle ;
   rdfs:label ""P30128value"" ;
   bf:mainTitle ""P30128value"" ] .",title >> VariantTitle > mainTitle
has later title proper (RDA 2.3.8),http://rdaregistry.info/Elements/m/P30129,"bf:title [ a bf:VariantTitle ;
   bf:mainTitle ""P30129value"" ;
   bf:variantType ""later title proper"" ] .","title >> VariantTitle > mainTitle > variantType=""later title proper"""
has earlier title proper (RDA 2.3.7),http://rdaregistry.info/Elements/m/P30130,"bf:title [ a bf:VariantTitle ;
   bf:mainTitle ""P30130value"" ;
   bf:variantType ""earlier title proper"" ] .","title >> VariantTitle > mainTitle > variantType=""earlier title proper"""
has abbreviated title (RDA 2.3.10),http://rdaregistry.info/Elements/m/P30131,"bf:title [ a bf:AbbreviatedTitle ;
   bf:mainTitle ""P30131value"" ] .",title >> AbbreviatedTitle > mainTittle
has designation of named revision of edition (RDA 2.5.6),http://rdaregistry.info/Elements/m/P30132,"bf:editionStatement ""P30132value"" .",editionStatement
has designation of edition (RDA 2.5.2),http://rdaregistry.info/Elements/m/P30133,"bf:editionStatement ""P30133value"" .",editionStatement
has title of manifestation (RDA 2.3),http://rdaregistry.info/Elements/m/P30134,"bf:title [ a bf:Title;
   bf:mainTitle ""P30134value"" ] . ",title >> Title > mainTitle
has work manifested (RDA 17.8),http://rdaregistry.info/Elements/m/P30135,"bf:relatedTo <P30135value> .
#with literal value
bf:relatedTo [ a bf:Work ;
  rdfs:label ""P30135value"" ] .","relatedTo*
or
relatedTo >> Work > rdfs:label"
is electronic reproduction of manifestation of (RDA 24.5),http://rdaregistry.info/Elements/m/P30136,"bf:reproductionOf [ a bf:Instance ;
   rdfs:label ""P30136value"" ] .
# with IRI value
bf:reproductionOf <P30136value> .","reproductionOf >> Instance > rdfs:label
or
reproductionOf*"
has note on manifestation (RDA 2.17),http://rdaregistry.info/Elements/m/P30137,"bf:note [ a bf:Note ;
   rdfs:label ""P30137value"" ] .",note >> Note > rdfs:label
has special playback characteristic (RDA 3.16.9),http://rdaregistry.info/Elements/m/P30138,"bf:soundCharacteristic [ a bf:PlaybackCharacteristic ;
   rdfs:label ""P30138value"" ] .
# with IRI value
bf:soundCharacteristic <P30138value> .","soundCharacteristic >> PlaybackCharacteristic > rdfs:label
or
soundCharacteristic*"
